Город,Страна,lat,lng,Население,Аб2,Аб3
Бульверде,Соединенные Штаты,29.7744,-98.4364,5300.0,US,USA
Альто-дель-Кармен,Чили,-28.9336,-70.4623,5299.0,CL,CHL
Ваенг Яй,Таиланд,15.9624,102.5419,5174.0,TH,THA
Болтон,Соединенные Штаты,42.4362,-71.6073,5299.0,US,USA
Маньяпуду,Индия,15.9639,77.9411,5013.0,IN,IND
Кирхберг в Тироле,Австрия,47.45,дек.67,5245.0,AT,AUT
Рио Мансо,Бразилия,-20.265,-44.3078,5276.0,BR,BRA
Белпуиг,Испания,41.6267,1.0133,5151.0,ES,ESP
Гульонези,Италия,41.9167,14.9167,5246.0,IT,ITA
Альков,Испания,41.2621,1.1711,5185.0,ES,ESP
Патрокониу - ду - Мурия,Бразилия,-21.1528,-42.215,5287.0,BR,BRA
Поттенштейн,Германия,49.7722,ноя.14,5226.0,DE,DEU
Знаменское,Россия,57.1278,73.8244,5294.0,RU,RUS
Лонгароне,Италия,46.2667,12.мар,5254.0,IT,ITA
Одельцхаузен,Германия,48.3167,11.1833,5128.0,DE,DEU
Пакстония,Соединенные Штаты,40.3166,-76.7884,5296.0,US,USA
Очамчире,Грузия,42.71,41.47,5280.0,GE,GEO
Уэйнсвилл,Соединенные Штаты,37.8207,-92.22,5295.0,US,USA
Наие,Япония,43.4253,141.8828,5235.0,JP,JPN
Каппель-Графенхаузен,Германия,48.2922,июл.14,5096.0,DE,DEU
Серда,Италия,37.9,13.8167,5176.0,IT,ITA
Кармель,Соединенные Штаты,36.562,-82.6618,5294.0,US,USA
Полоп,Испания,38.622,-0.127,5069.0,ES,ESP
Вальдемс,Германия,50.2503,авг.33,5153.0,DE,DEU
Боркум,Германия,53.5881,июн.97,5125.0,DE,DEU
Эттинген в Баварии,Германия,48.95,окт.33,5142.0,DE,DEU
Кингз-Пойнт,Соединенные Штаты,40.8162,-73.7407,5292.0,US,USA
Беар Велли Спрингс,Соединенные Штаты,35.1775,-118.646,5292.0,US,USA
Сан-Хосе де Паре,Колумбия,6.0192,-73.5467,5221.0,CO,COL
Мазер,Италия,45.8167,ноя.33,5094.0,IT,ITA
Оранж,Соединенные Штаты,38.2486,-78.1127,5291.0,US,USA
Кахалуу-Кеаухоу,Соединенные Штаты,19.5726,-155.958,5291.0,US,USA
Дженерал Карнейру,Бразилия,-26.4278,-51.3158,5286.0,BR,BRA
Вача,Германия,50.8289,10.0214,5173.0,DE,DEU
Тизагзавин,Марокко,31.0,-7.15,5272.0,MA,MAR
Шейх Аладдин«д,Сирия,36.5,36.5992,5063.0,SY,SYR
Кэрролл,Соединенные Штаты,40.3364,-77.1735,5289.0,US,USA
Берри,Австралия,-34.2833,140.6,4088.0,AU,AUS
Каннобио,Италия,46.0667,08.июл,5190.0,IT,ITA
Роннебург,Германия,50.8636,12.1808,5026.0,DE,DEU
Вигоне,Италия,44.85,07.май,5163.0,IT,ITA
Иола,Соединенные Штаты,37.9274,-95.4006,5288.0,US,USA
Вила-ду-Биспо,Португалия,37.0825,-8.9119,5258.0,PT,PRT
Западные Зефирхиллс,Соединенные Штаты,28.2311,-82.2052,5287.0,US,USA
Маллес Веноста,Италия,46.6879,окт.65,5265.0,IT,ITA
Ландри,Бразилия,-7.2658,-43.93,5281.0,BR,BRA
Сан-Джованни Иларионе,Италия,45.5167,ноя.33,5085.0,IT,ITA
Гранат,Соединенные Штаты,33.9179,-116.4796,5285.0,US,USA
Ава,Бразилия,-22.1467,-49.3331,5275.0,BR,BRA
Игенсдорф,Германия,49.6217,ноя.19,5107.0,DE,DEU
Фентон,Соединенные Штаты,42.8453,-83.7086,5284.0,US,USA
Кыштовка,Россия,56.5625,76.6236,5282.0,RU,RUS
Эль-Гуаябаль,Доминиканская Республика,18.7494,-70.8375,5263.0,DO,DOM
Бетпэйдж,Соединенные Штаты,40.7557,-73.4544,5283.0,US,USA
Южная Сарасота,Соединенные Штаты,27.2856,-82.5333,5283.0,US,USA
Джеффри,Соединенные Штаты,42.8294,-72.0597,5283.0,US,USA
Коррополи,Италия,42.8333,13.8333,5054.0,IT,ITA
Северный Дансвилл,Соединенные Штаты,42.5583,-77.6915,5282.0,US,USA
Биркенес,Норвегия,58.4494,авг.33,5274.0,NO,NOR
Пинчбек,Великобритания,52.8147,-0.1605,5153.0,GB,GBR
Марано-суль-Панаро,Италия,44.4572,окт.19,5167.0,IT,ITA
Мидвей,Соединенные Штаты,40.5183,-111.4745,5280.0,US,USA
Кюж-ле-Пен,Франция,43.2764,май.06,5147.0,FR,FRA
Эспорлас,Испания,39.6662,фев.99,5134.0,ES,ESP
Биг Беар Лейк,Соединенные Штаты,34.2429,-116.8951,5279.0,US,USA
Титусвилл,Соединенные Штаты,41.6273,-79.6699,5279.0,US,USA
Сент-Клер,Соединенные Штаты,42.8262,-82.493,5279.0,US,USA
Восточный Колдер,Великобритания,55.896,-3.462,5260.0,GB,GBR
Грейсон,Соединенные Штаты,38.3317,-82.9371,5277.0,US,USA
Эдвинстоу,Великобритания,53.16,-1.07,5188.0,GB,GBR
Дарцинополис,Бразилия,-6.7128,-47.76,5273.0,BR,BRA
Нойхаузен,Германия,51.6831,14.4167,5237.0,DE,DEU
Ред Оак,Соединенные Штаты,41.0141,-95.2248,5276.0,US,USA
Кейв Спрингс,Соединенные Штаты,36.2701,-94.2225,5276.0,US,USA
Нонг Муанг,Таиланд,15.2348,100.6524,5200.0,TH,THA
Акоризал,Бразилия,-15.205,-56.3658,5269.0,BR,BRA
Уодсборо,Соединенные Штаты,34.9645,-80.0746,5275.0,US,USA
Гояндира,Бразилия,-18.1328,-48.085,5265.0,BR,BRA
Аркабуко,Колумбия,май.44,-73.4375,5240.0,CO,COL
Полла,Италия,40.5167,15.май,5273.0,IT,ITA
Сан-Ильдефонсо,Испания,40.9017,-4.0067,5237.0,ES,ESP
Макуко,Бразилия,-21.9839,-42.2528,5269.0,BR,BRA
Рипли,Соединенные Штаты,34.7321,-88.9444,5273.0,US,USA
Санто - Инсио,Бразилия,-22.6978,-51.7939,5269.0,BR,BRA
Зарат,Тунис,33.6679,окт.05,5205.0,TN,TUN
Дребах,Германия,50.6733,13.0181,5117.0,DE,DEU
Альтенштадт,Германия,48.1667,10.1167,5109.0,DE,DEU
Сиу Лукаут,Канада,50.1,-91.9167,5272.0,CA,CAN
Пейроль-ан-Прованс,Франция,43.6456,5.585,5125.0,FR,FRA
Севелен,Швейцария,47.1204,сен.57,5103.0,CH,CHE
Арцберг,Германия,50.0572,12.1864,5152.0,DE,DEU
Муньяно дель Кардинале,Италия,40.9333,14.6333,5270.0,IT,ITA
Хокинсвилл,Соединенные Штаты,32.2964,-83.4814,5270.0,US,USA
Форсайт,Соединенные Штаты,33.0347,-83.9381,5270.0,US,USA
Ла Кампана,Испания,37.5681,-5.4278,5228.0,ES,ESP
Ольос д'Агуа,Бразилия,-17.3969,-43.5728,5267.0,BR,BRA
Ксеквер,Венгрия,47.3933,18.4605,5225.0,HU,HUN
Пурилес,Франция,43.5039,май.39,5177.0,FR,FRA
Альба-де-Тормес,Испания,40.8333,-5.5,5159.0,ES,ESP
Ле Бурже-дю-Лак,Франция,45.6483,май.97,5018.0,FR,FRA
Сеченово,Россия,55.2244,45.8906,5263.0,RU,RUS
Дидсбери,Канада,51.6658,-114.1311,5268.0,CA,CAN
Яманака,Япония,35.4106,138.8608,5170.0,JP,JPN
Талмисинг,Германия,49.0833,ноя.67,5203.0,DE,DEU
Ротшильд,Соединенные Штаты,44.8761,-89.6173,5267.0,US,USA
Со Джо да Понта,Бразилия,-0.85,-47.92,5265.0,BR,BRA
Вииала,Финляндия,61.2111,23.7667,5207.0,FI,FIN
Дели Хиллс,Соединенные Штаты,39.0871,-84.6178,5266.0,US,USA
Мьенго,Испания,43.4281,-3.9911,5059.0,ES,ESP
Груайтинген,Германия,48.2283,окт.14,5133.0,DE,DEU
Невиано,Италия,40.1,18.1167,5228.0,IT,ITA
Санта-Катерина Вильярмоса,Италия,37.6,14.0333,5253.0,IT,ITA
Шампанское,Франция,45.715,0.2056,5149.0,FR,FRA
Бельведер,Соединенные Штаты,33.5369,-81.9424,5262.0,US,USA
Эль Кокуй,Колумбия,июн.94,-72.4444,5241.0,CO,COL
Центола,Италия,40.0667,15.3167,5153.0,IT,ITA
Вермсдорф,Германия,51.2833,дек.95,5211.0,DE,DEU
Верин Геташен,Армения,40.1328,45.2486,5010.0,AM,ARM
Буччанико,Италия,42.3044,14.1806,5126.0,IT,ITA
Цовинар,Армения,40.16,45.4664,5115.0,AM,ARM
Лагундо,Италия,46.6833,11.1333,5046.0,IT,ITA
Пекан Арчес,Соединенные Штаты,32.9703,-97.4727,5259.0,US,USA
Виллер-ле-Лак,Франция,47.0608,июн.03,5090.0,FR,FRA
Тимзгида Уфтас,Марокко,30.9908,-9.7994,5189.0,MA,MAR
Роттенманн,Австрия,47.5267,14.3558,5232.0,AT,AUT
На Анчилос,Греция,39.2667,22.8167,5132.0,GR,GRC
Вильгельмсдорф,Германия,47.865,сен.75,5103.0,DE,DEU
Сюмси,Россия,57.1128,51.6125,5250.0,RU,RUS
Мансу,Италия,45.8232,дек.56,5070.0,IT,ITA
Самсе,Индия,13.13,75.64,5064.0,IN,IND
Гумен-Пенфао,Франция,47.63,-1.8325,5207.0,FR,FRA
Говард Спрингс,Австралия,-12.4922,131.053,5132.0,AU,AUS
Алькальд де лос Газулес,Испания,36.4667,-5.7167,5245.0,ES,ESP
Виллетт-д'Антон,Франция,45.7953,5.1158,5035.0,FR,FRA
Жакар дос Хоменс,Бразилия,-9.6358,-37.205,5219.0,BR,BRA
Францинополис,Бразилия,-6.3958,-42.2619,5235.0,BR,BRA
Отеро де Рей,Испания,43.1025,-7.6136,5216.0,ES,ESP
Паригн-Ибвкью,Франция,47.9364,0.3644,5173.0,FR,FRA
Сторноуэй,Великобритания,58.209,-6.387,5070.0,GB,GBR
Гиддингс,Соединенные Штаты,30.1833,-96.9279,5254.0,US,USA
Бейири,Турция,37.92,41.29,5219.0,TR,TUR
Бейя,Россия,53.0458,90.9414,5247.0,RU,RUS
Сенадор Амарал,Бразилия,-22.5869,-46.1769,5219.0,BR,BRA
Хаффализировать,Бельгия,50.132,май.94,5222.0,BE,BEL
Маккей,Австралия,-21.1411,149.1858,3659.0,AU,AUS
Кристос,Греция,38.0158,24.4203,5112.0,GR,GRC
Бретсвил,Швейцария,47.3369,авг.75,5026.0,CH,CHE
Стражица,Болгария,43.2253,25.9519,5227.0,BG,BGR
Альбуркерке,Испания,39.2167,-7.0,5245.0,ES,ESP
Сервиан,Франция,43.4272,мар.92,5126.0,FR,FRA
Венера,Соединенные Штаты,32.4312,-97.102,5252.0,US,USA
Орхомены,Греция,38.4933,22.9749,5238.0,GR,GRC
Члов,Чехия,50.7609,14.1039,5110.0,CZ,CZE
Вираппур,Индия,16.65,76.8,5002.0,IN,IND
Вертхси,Германия,48.0833,11.фев,5004.0,DE,DEU
Капара,Бразилия,-20.5208,-41.9069,5209.0,BR,BRA
Ханкасалми,Финляндия,62.3889,26.4361,5240.0,FI,FIN
Ферни,Канада,49.5042,-115.0628,5249.0,CA,CAN
Дир Лейк,Канада,49.1744,-57.4269,5249.0,CA,CAN
Люинес,Франция,47.3847,0.5544,5099.0,FR,FRA
Тврдовсе,Словакия,48.1,18.0667,5156.0,SK,SVK
Санкт-Иоганн,Германия,48.4528,сен.31,5161.0,DE,DEU
Пери,Соединенные Штаты,41.4648,-112.0401,5248.0,US,USA
Карлисс,Соединенные Штаты,30.1761,-93.3704,5248.0,US,USA
Валенсия де Дон Хуан,Испания,42.3,-5.5167,5159.0,ES,ESP
Тпиисцентртон,Венгрия,47.3404,19.7438,5198.0,HU,HUN
Докси,Чехия,50.5648,14.6556,5178.0,CZ,CZE
Калберла,Германия,52.4247,окт.64,5064.0,DE,DEU
Калистога,Соединенные Штаты,38.5818,-122.5824,5247.0,US,USA
Ксипет,Индия,19.0333,79.4667,5133.0,IN,IND
Одесса,Соединенные Штаты,38.9988,-93.9666,5246.0,US,USA
Фигейрполис,Бразилия,-12.1308,-49.1739,5243.0,BR,BRA
Штайерберг,Германия,52.5703,9.0236,5194.0,DE,DEU
Бренсбах,Германия,49.7725,авг.85,5028.0,DE,DEU
Пулсвилл,Соединенные Штаты,39.1423,-77.4102,5244.0,US,USA
Барышево,Россия,54.9561,83.1854,5195.0,RU,RUS
Якоруда,Болгария,42.0184,23.6693,5213.0,BG,BGR
Неда,Испания,43.5,-8.1167,5032.0,ES,ESP
Пирангу,Бразилия,-22.5278,-45.495,5217.0,BR,BRA
Абруд,Румыния,46.2739,23.май,5072.0,RO,ROU
Экерсдорф,Германия,49.9328,ноя.11,5101.0,DE,DEU
Ливингстон,Соединенные Штаты,30.71,-94.9381,5242.0,US,USA
Уокертаун,Соединенные Штаты,36.1578,-80.1642,5242.0,US,USA
Оцеола,Соединенные Штаты,41.0302,-93.7829,5242.0,US,USA
Порт Ярмут,Соединенные Штаты,41.71,-70.2257,5242.0,US,USA
Париккала,Финляндия,61.55,29.май,5235.0,FI,FIN
Саксельн,Швейцария,46.8678,авг.86,5146.0,CH,CHE
Гбели,Словакия,48.7175,17.115,5155.0,SK,SVK
Бриар,Соединенные Штаты,32.9884,-97.5528,5241.0,US,USA
Уэнхем,Соединенные Штаты,42.6008,-70.8826,5240.0,US,USA
Будже,Хорватия,45.4,13.65,5182.0,HR,HRV
Рэнсон,Соединенные Штаты,39.325,-77.8666,5239.0,US,USA
Морал де Калатравы,Испания,38.8831,-3.7167,5211.0,ES,ESP
Портоскузо,Италия,39.2049,авг.05,5104.0,IT,ITA
Гуви,Бельгия,50.1874,май.49,5206.0,BE,BEL
Тунари,Румыния,44.5472,26.1413,5007.0,RO,ROU
Сантана де Мангейра,Бразилия,-7.555,-38.3319,5223.0,BR,BRA
Бескан,Испания,41.9649,2.737,5094.0,ES,ESP
Энтре-Фольяс,Бразилия,-19.625,-42.2308,5175.0,BR,BRA
Салем,Соединенные Штаты,39.5681,-75.4724,5235.0,US,USA
Ласес,Италия,46.6167,окт.67,5216.0,IT,ITA
Порто-ду-Мангу,Бразилия,-5.0678,-36.7819,5217.0,BR,BRA
Зойберсдорф,Германия,49.1667,ноя.67,5157.0,DE,DEU
Сибайпо,Китай,38.3176,114.0127,5142.0,CN,CHN
Уайлдвуд,Соединенные Штаты,39.235,-121.2003,5232.0,US,USA
Западный Рокхилл,Соединенные Штаты,40.3686,-75.3489,5232.0,US,USA
Вашингтон,Соединенные Штаты,40.8467,-75.1972,5232.0,US,USA
Педрера,Испания,37.2167,-4.8833,5147.0,ES,ESP
Самасси,Италия,39.4815,авг.53,5110.0,IT,ITA
Лас-Навас-дель-Марки,Испания,40.6039,-4.3278,5231.0,ES,ESP
Ла Сутеррейн,Франция,46.2381,янв.56,5094.0,FR,FRA
Трикарико,Италия,40.6167,16.15,5202.0,IT,ITA
Луговице,Чехия,49.0998,17.7575,5077.0,CZ,CZE
Гуарачи,Бразилия,-22.9728,-51.65,5227.0,BR,BRA
Сасыколи,Россия,47.5515,46.9968,5224.0,RU,RUS
Ауктерардер,Великобритания,56.2932,-3.7061,5120.0,GB,GBR
Тугли,Италия,40.0735,18.0987,5213.0,IT,ITA
Грамастеттен,Австрия,48.3811,14.19,5102.0,AT,AUT
Санта-Мария-ду-Сальто,Бразилия,-16.2489,-40.1489,5217.0,BR,BRA
Хендрон,Соединенные Штаты,37.0346,-88.6437,5228.0,US,USA
Бангор,Соединенные Штаты,40.8678,-75.2085,5228.0,US,USA
Лондондерри,Соединенные Штаты,40.1814,-76.6964,5228.0,US,USA
Вефиль,Соединенные Штаты,40.4485,-76.42,5228.0,US,USA
Вудсток,Канада,46.1522,-67.5983,5228.0,CA,CAN
Данные,Бразилия,-18.4458,-43.6558,5211.0,BR,BRA
Рдоайя,Молдова,47.7261,28.1614,5141.0,MD,MDA
Лайл,Франция,47.9778,-1.7183,5069.0,FR,FRA
Голливуд,Соединенные Штаты,32.7523,-80.2106,5227.0,US,USA
Айора,Испания,39.0583,-1.0572,5215.0,ES,ESP
Байрон,Соединенные Штаты,32.6474,-83.7541,5226.0,US,USA
Баллстон Спа,Соединенные Штаты,43.0068,-73.8525,5226.0,US,USA
Нонг На Кхам,Таиланд,16.802,102.3404,5083.0,TH,THA
Со Жоао де Мантенинья,Бразилия,-18.7208,-41.16,5188.0,BR,BRA
Бисби,Соединенные Штаты,31.4126,-109.9179,5225.0,US,USA
Ваглия,Италия,43.9107,ноя.28,5134.0,IT,ITA
Спрингфилд,Соединенные Штаты,32.3634,-81.3029,5224.0,US,USA
Чисаго-Сити,Соединенные Штаты,45.3474,-92.9116,5224.0,US,USA
Карлайл,Соединенные Штаты,42.53,-71.3513,5224.0,US,USA
Сантьяго Сакатепек,Мексика,17.15,-95.9167,5187.0,MX,MEX
Божуриште,Болгария,42.7627,23.1988,5170.0,BG,BGR
Юнион-Сити,Соединенные Штаты,40.1995,-84.8206,5223.0,US,USA
Северный Стонингтон,Соединенные Штаты,41.4697,-71.8755,5223.0,US,USA
Карранке,Испания,40.1708,-3.8969,5022.0,ES,ESP
Одоланив,Польша,51.5742,17.6743,5114.0,PL,POL
Гундревула,Индия,15.855,77.707,5014.0,IN,IND
Верея,Россия,55.3333,36.1833,5123.0,RU,RUS
Миртлтаун,Соединенные Штаты,40.7888,-124.1286,5222.0,US,USA
Саном,Таиланд,15.1988,103.7567,5074.0,TH,THA
Чини,Бельгия,49.7383,май.33,5175.0,BE,BEL
Меда,Португалия,40.9667,-7.2667,5202.0,PT,PRT
Нерва,Испания,37.6833,-6.5333,5127.0,ES,ESP
Цзиньчжун,Китай,26.3504,103.4167,5170.0,CN,CHN
Джилмер,Соединенные Штаты,32.7317,-94.946,5220.0,US,USA
Уильямсвилл,Соединенные Штаты,42.9623,-78.7418,5220.0,US,USA
Мартик,Соединенные Штаты,39.8721,-76.3144,5220.0,US,USA
Сан Педро ду Суарес,Бразилия,-18.3658,-42.6028,5202.0,BR,BRA
Бугайи,Венгрия,47.2233,19.1499,5174.0,HU,HUN
Со Николау,Бразилия,-28.1828,-55.2669,5208.0,BR,BRA
Сан - Хосе дель Гольфо,Гватемала,14.7629,-90.3726,5156.0,GT,GTM
Маноэль Эмедио,Бразилия,-8.0128,-43.8719,5213.0,BR,BRA
Лэйхилл,Соединенные Штаты,39.087,-77.0401,5216.0,US,USA
Элмсфорд,Соединенные Штаты,41.0541,-73.8143,5216.0,US,USA
Центр,Соединенные Штаты,31.793,-94.1796,5215.0,US,USA
Ля Гардиа де Джан,Испания,37.7419,-3.6925,5082.0,ES,ESP
Фермерс Луп,Соединенные Штаты,64.9061,-147.6957,5214.0,US,USA
Варен,Соединенные Штаты,42.2002,-72.2006,5213.0,US,USA
Бобов Дол,Болгария,42.3638,22.9979,5176.0,BG,BGR
Амбербург,Германия,50.7978,авг.31,5096.0,DE,DEU
Хальсбруке,Германия,50.95,13.3497,5088.0,DE,DEU
Дридорф,Германия,50.6333,8.1833,5104.0,DE,DEU
Изморенье,Марокко,35.1833,-4.0,5153.0,MA,MAR
Грэсфорд,Великобритания,53.087,-2.966,5010.0,GB,GBR
Селти,Россия,57.3097,52.1358,5204.0,RU,RUS
Вэл-Дэвид,Канада,46.03,-74.22,5209.0,CA,CAN
Бел,Германия,53.3761,дек.61,5044.0,DE,DEU
Монтроуз,Соединенные Штаты,45.0668,-93.9206,5208.0,US,USA
Пинардвилл,Соединенные Штаты,43.001,-71.5171,5208.0,US,USA
Родники,Россия,55.6333,38.0333,5189.0,RU,RUS
Френсдорф,Германия,49.8167,окт.85,5092.0,DE,DEU
Тиули,Марокко,34.4542,-1.8986,5199.0,MA,MAR
Джускис,Венгрия,47.45,20.2167,5167.0,HU,HUN
Вила-Нова-де-Пайва,Португалия,40.85,-7.7333,5176.0,PT,PRT
Рабда,Словакия,49.4833,19.4833,5006.0,SK,SVK
Абердин,Соединенные Штаты,33.8287,-88.5539,5205.0,US,USA
Санкт-Петер-ин-дер-Ау-Дорф,Австрия,48.045,14.6247,5119.0,AT,AUT
Константиновка,Россия,49.6175,127.9889,5197.0,RU,RUS
Диболл,Соединенные Штаты,31.1881,-94.783,5204.0,US,USA
Хатчинсон,Соединенные Штаты,27.3243,-80.2425,5204.0,US,USA
Акарма,Марокко,31.8667,-7.65,5171.0,MA,MAR
Кастриньяно дель Капо,Италия,39.8333,18.35,5193.0,IT,ITA
Рибадавия,Испания,42.2833,-8.1333,5005.0,ES,ESP
Дом Сильвио,Бразилия,-20.16,-42.9678,5196.0,BR,BRA
Виггенсбах,Германия,47.7458,окт.19,5044.0,DE,DEU
Уильямстон,Соединенные Штаты,35.8468,-77.0655,5202.0,US,USA
Равенна,Соединенные Штаты,42.4755,-73.8113,5202.0,US,USA
Скутер,Чехия,49.8435,15.9966,5059.0,CZ,CZE
Сан -Кристобаль - Аматлан,Мексика,16.3167,-96.4,5148.0,MX,MEX
Либин,Бельгия,49.9828,май.78,5164.0,BE,BEL
Эттрик,Соединенные Штаты,37.2435,-77.4287,5201.0,US,USA
Готтоленго,Италия,45.2928,окт.34,5184.0,IT,ITA
Тэтчер,Соединенные Штаты,32.832,-109.7595,5200.0,US,USA
Соус Бей,Соединенные Штаты,26.677,-80.7265,5200.0,US,USA
Хофхайм,Германия,50.1333,окт.67,5109.0,DE,DEU
Ллангефни,Великобритания,53.256,-4.314,5116.0,GB,GBR
Грассано,Италия,40.6333,16.2833,5077.0,IT,ITA
Оушен Блафф-Брант-Рок,Соединенные Штаты,42.1006,-70.6625,5199.0,US,USA
Хаймкирхен,Австрия,48.1978,15.7622,5087.0,AT,AUT
Базельга-ди-Пин,Италия,46.1298,ноя.46,5075.0,IT,ITA
Хантерс Квей,Великобритания,55.9707,-4.9116,5198.0,GB,GBR
Спрингфилд,Соединенные Штаты,42.3246,-85.2371,5198.0,US,USA
Тимбер Пинс,Соединенные Штаты,28.469,-82.5999,5198.0,US,USA
Западный Уэндовер,Соединенные Штаты,40.7407,-114.0783,5197.0,US,USA
Обец,Соединенные Штаты,39.8671,-82.9451,5196.0,US,USA
Мюльхаузен,Германия,49.1733,ноя.72,5058.0,DE,DEU
Старое Шайгово,Россия,54.3031,44.4739,5185.0,RU,RUS
Кирен,Россия,51.6783,102.1361,5191.0,RU,RUS
Ребна,Индия,19.1414,79.7181,5088.0,IN,IND
Флоренсак,Франция,43.3828,3.465,5051.0,FR,FRA
Девитт,Соединенные Штаты,41.8227,-90.5448,5192.0,US,USA
Ранштадт,Германия,50.3575,авг.42,5044.0,DE,DEU
Джуссаго,Италия,45.2848,9.1407,5186.0,IT,ITA
Берси,Германия,47.8167,дек.67,5026.0,DE,DEU
Форхтенберг,Германия,49.2833,сен.67,5057.0,DE,DEU
Ларсмо,Финляндия,63.75,22.авг,5147.0,FI,FIN
Савмилс,Соединенные Штаты,35.8162,-81.4779,5189.0,US,USA
Полден,Соединенные Штаты,34.8899,-112.4938,5189.0,US,USA
Ньюфилд,Соединенные Штаты,42.3377,-76.613,5189.0,US,USA
Дуар Улад Амер Леклиаа,Марокко,32.2536,-8.3972,5150.0,MA,MAR
Шебалино,Россия,51.2917,85.6772,5185.0,RU,RUS
Агбар,Марокко,30.5167,-6.8167,5182.0,MA,MAR
Брежиньо де Назар,Бразилия,-11.0,-48.5658,5185.0,BR,BRA
Маетинга,Бразилия,-14.6628,-41.4919,5174.0,BR,BRA
Лос-Менукос,Аргентина,-40.8424,-68.0896,5187.0,AR,ARG
Форкалькье,Франция,43.9592,май.97,5069.0,FR,FRA
Аттика,Соединенные Штаты,40.2874,-87.2452,5187.0,US,USA
Маркина-Джемейн,Испания,43.2689,-2.4964,5072.0,ES,ESP
Флин Флон,Канада,54.7667,-101.8778,5185.0,CA,CAN
Кельсхайм,Германия,49.6694,сен.06,5122.0,DE,DEU
Сент-Мари-о-Минс,Франция,48.2467,7.1839,5072.0,FR,FRA
Целле Лигуре,Италия,44.3421,авг.56,5184.0,IT,ITA
Агиарнополис,Бразилия,-6.5628,-47.4658,5162.0,BR,BRA
Меликукко,Италия,38.4333,16.май,5057.0,IT,ITA
Олив Маунт,Соединенные Штаты,35.1997,-78.0662,5183.0,US,USA
Несвады,Словакия,47.9275,18.1269,5094.0,SK,SVK
Боулдер-Крик,Соединенные Штаты,37.1341,-122.1271,5182.0,US,USA
Вайзенберг,Соединенные Штаты,40.6051,-75.7099,5182.0,US,USA
Салмуро,Бразилия,-21.6239,-50.8608,5152.0,BR,BRA
Вейтрамсдорф,Германия,50.25,окт.67,5031.0,DE,DEU
Охей,Бельгия,50.4353,5.1217,5090.0,BE,BEL
Ведено,Россия,42.9616,46.1038,5133.0,RU,RUS
Гавеланж,Бельгия,50.3833,май.25,5130.0,BE,BEL
Тичиган,Соединенные Штаты,42.8087,-88.215,5179.0,US,USA
Конклин,Соединенные Штаты,42.0399,-75.8342,5179.0,US,USA
Уолтон,Соединенные Штаты,42.1741,-75.1273,5179.0,US,USA
Ин Бури,Таиланд,15.0054,100.3264,5032.0,TH,THA
Северное,Россия,56.35,78.3667,5178.0,RU,RUS
Консеил до Пар,Бразилия,-19.7528,-44.8969,5158.0,BR,BRA
Эбзейд,Иран,33.9042,51.7686,5160.0,IR,IRN
Хэмпден,Соединенные Штаты,42.0638,-72.4157,5178.0,US,USA
Паркер,Соединенные Штаты,33.057,-96.6248,5177.0,US,USA
Паунд Ридж,Соединенные Штаты,41.2115,-73.5747,5177.0,US,USA
Тисалек,Венгрия,48.0367,21.0629,5064.0,HU,HUN
Кесада,Испания,37.85,-3.0667,5161.0,ES,ESP
Мочежин,Испания,39.9167,-3.9,5009.0,ES,ESP
Данлэп,Соединенные Штаты,35.3675,-85.3899,5176.0,US,USA
Дофинг,Соединенные Штаты,26.2788,-98.3856,5176.0,US,USA
Бед Виси,Германия,47.7167,ноя.67,5022.0,DE,DEU
Фаренцхаузен,Германия,48.35,ноя.55,5041.0,DE,DEU
Вомп,Австрия,47.3422,ноя.33,5146.0,AT,AUT
Колледжвилл,Соединенные Штаты,40.1873,-75.4581,5174.0,US,USA
Мэй Чай,Таиланд,19.3453,99.8138,5086.0,TH,THA
Сен-Марс-дю-Дюсерт,Франция,47.3664,-1.4058,5009.0,FR,FRA
Либерато Сальцано,Бразилия,-27.6,-53.0728,5152.0,BR,BRA
Плизант Вью,Соединенные Штаты,39.732,-105.1785,5173.0,US,USA
Ланд,Иран,34.3917,58.7006,5164.0,IR,IRN
Оберзонтхайм,Германия,49.0578,сен.67,5079.0,DE,DEU
Бедфорд,Соединенные Штаты,40.0456,-78.4998,5171.0,US,USA
Вилладозе,Италия,45.0667,11.сен,5014.0,IT,ITA
Грандвуд-парк,Соединенные Штаты,42.3929,-87.9871,5170.0,US,USA
Кут Бак,Таиланд,17.0857,103.8204,5112.0,TH,THA
Крев-Кер,Соединенные Штаты,40.6425,-89.5983,5169.0,US,USA
Стерлинг,Соединенные Штаты,60.5405,-150.8089,5169.0,US,USA
Музильяк,Франция,47.5531,-2.4817,5041.0,FR,FRA
Бродальбин,Соединенные Штаты,43.0764,-74.1574,5168.0,US,USA
Джеквитиб,Бразилия,-19.2358,-44.0278,5156.0,BR,BRA
Дорес де Гуанхес,Бразилия,-19.0578,-42.9289,5154.0,BR,BRA
Пфеффенхаузен,Германия,48.6667,ноя.67,5096.0,DE,DEU
Северный Салем,Соединенные Штаты,41.333,-73.6042,5167.0,US,USA
Йерни Балог,Словакия,48.75,19.6667,5132.0,SK,SVK
Рефельде,Германия,52.52,13.9292,5058.0,DE,DEU
Сангеоргиу де Пидуре,Румыния,46.4303,24.8417,5166.0,RO,ROU
Монхайм,Германия,48.8422,окт.64,5093.0,DE,DEU
